sepallength,petallength,petalwidth,class
'\'(0.5-0.6]\'','\'(0.4-0.5]\'','\'(0.4-0.5]\'',Iris-versicolor
'\'(0.4-0.5]\'','\'(0.7-0.8]\'','\'(0.5-0.6]\'',Iris-setosa
'\'(0.7-0.8]\'','\'(0.5-0.6]\'','\'(0.4-0.5]\'',Iris-virginica
'\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.3-0.4]\'',Iris-setosa
'\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.5-0.6]\'',Iris-setosa
'\'(0.4-0.5]\'','\'(0.4-0.5]\'','\'(0.6-0.7]\'',Iris-virginica
'\'(0.4-0.5]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'',Iris-setosa
'\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'',Iris-virginica
'\'(0.6-0.7]\'','\'(0.6-0.7]\'','\'(0.3-0.4]\'',Iris-setosa
'\'(0.5-0.6]\'','\'(0.5-0.6]\'','\'(0.7-0.8]\'',Iris-setosa
'\'(0.3-0.4]\'','\'(0.5-0.6]\'','\'(0.3-0.4]\'',Iris-setosa
'\'(0.5-0.6]\'','\'(0.4-0.5]\'','\'(0.2-0.3]\'',Iris-setosa
'\'(0.6-0.7]\'','\'(0.4-0.5]\'','\'(0.6-0.7]\'',Iris-virginica
'\'(0.6-0.7]\'','\'(0.5-0.6]\'','\'(0.5-0.6]\'',Iris-setosa
'\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.3-0.4]\'',Iris-virginica
'\'(0.3-0.4]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'',Iris-virginica
'\'(0.6-0.7]\'','\'(0.6-0.7]\'','\'(0.5-0.6]\'',Iris-setosa
'\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.6-0.7]\'',Iris-virginica
'\'(0.5-0.6]\'','\'(0.4-0.5]\'','\'(0.4-0.5]\'',Iris-virginica
'\'(0.4-0.5]\'','\'(0.4-0.5]\'','\'(0.4-0.5]\'',Iris-versicolor
'\'(0.6-0.7]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'',Iris-versicolor
'\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.7-0.8]\'',Iris-versicolor
'\'(0.4-0.5]\'','\'(0.4-0.5]\'','\'(0.4-0.5]\'',Iris-virginica
'\'(0.5-0.6]\'','\'(0.4-0.5]\'','\'(0.6-0.7]\'',Iris-setosa
'\'(0.5-0.6]\'','\'(0.5-0.6]\'','\'(0.4-0.5]\'',Iris-setosa
'\'(0.6-0.7]\'','\'(0.6-0.7]\'','\'(0.5-0.6]\'',Iris-virginica
'\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.5-0.6]\'',Iris-versicolor
'\'(0.5-0.6]\'','\'(0.3-0.4]\'','\'(0.5-0.6]\'',Iris-virginica
'\'(0.6-0.7]\'','\'(0.4-0.5]\'','\'(0.6-0.7]\'',Iris-versicolor
'\'(0.3-0.4]\'','\'(0.7-0.8]\'','\'(0.6-0.7]\'',Iris-setosa
'\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.3-0.4]\'',Iris-virginica
'\'(0.3-0.4]\'','\'(0.5-0.6]\'','\'(0.5-0.6]\'',Iris-setosa
'\'(0.1-0.2]\'','\'(0.5-0.6]\'','\'(0.4-0.5]\'',Iris-virginica
'\'(0.5-0.6]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'',Iris-virginica
'\'(0.6-0.7]\'','\'(0.5-0.6]\'','\'(0.4-0.5]\'',Iris-virginica
'\'(0.5-0.6]\'','\'(0.5-0.6]\'','\'(0.5-0.6]\'',Iris-setosa
'\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.7-0.8]\'',Iris-virginica
'\'(0.5-0.6]\'','\'(0.3-0.4]\'','\'(0.6-0.7]\'',Iris-virginica
'\'(0.5-0.6]\'','\'(0.5-0.6]\'','\'(0.3-0.4]\'',Iris-versicolor
'\'(0.6-0.7]\'','\'(0.4-0.5]\'','\'(0.7-0.8]\'',Iris-versicolor
'\'(0.6-0.7]\'','\'(0.6-0.7]\'','\'(0.2-0.3]\'',Iris-virginica
'\'(0.4-0.5]\'','\'(0.3-0.4]\'','\'(0.6-0.7]\'',Iris-versicolor
'\'(0.6-0.7]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'',Iris-setosa
'\'(0.6-0.7]\'','\'(0.3-0.4]\'','\'(0.7-0.8]\'',Iris-versicolor
'\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.3-0.4]\'',Iris-versicolor
'\'(0.5-0.6]\'','\'(0.4-0.5]\'','\'(0.6-0.7]\'',Iris-virginica
'\'(0.5-0.6]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'',Iris-virginica
'\'(0.3-0.4]\'','\'(0.5-0.6]\'','\'(0.2-0.3]\'',Iris-versicolor
'\'(0.3-0.4]\'','\'(0.5-0.6]\'','\'(0.4-0.5]\'',Iris-versicolor
'\'(0.5-0.6]\'','\'(0.5-0.6]\'','\'(0.5-0.6]\'',Iris-setosa
'\'(0.3-0.4]\'','\'(0.5-0.6]\'','\'(0.4-0.5]\'',Iris-setosa
'\'(0.3-0.4]\'','\'(0.5-0.6]\'','\'(0.7-0.8]\'',Iris-setosa
'\'(0.2-0.3]\'','\'(0.4-0.5]\'','\'(0.4-0.5]\'',Iris-setosa
'\'(0.4-0.5]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'',Iris-setosa
'\'(0.5-0.6]\'','\'(0.7-0.8]\'','\'(0.4-0.5]\'',Iris-virginica
'\'(0.5-0.6]\'','\'(0.5-0.6]\'','\'(0.3-0.4]\'',Iris-versicolor
'\'(0.5-0.6]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'',Iris-setosa
'\'(0.4-0.5]\'','\'(0.3-0.4]\'','\'(0.6-0.7]\'',Iris-versicolor
'\'(0.5-0.6]\'','\'(0.5-0.6]\'','\'(0.3-0.4]\'',Iris-setosa
'\'(0.5-0.6]\'','\'(0.4-0.5]\'','\'(0.4-0.5]\'',Iris-versicolor
'\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.3-0.4]\'',Iris-setosa
'\'(0.4-0.5]\'','\'(0.3-0.4]\'','\'(0.6-0.7]\'',Iris-virginica
'\'(0.5-0.6]\'','\'(0.3-0.4]\'','\'(0.3-0.4]\'',Iris-versicolor
'\'(0.2-0.3]\'','\'(0.7-0.8]\'','\'(0.5-0.6]\'',Iris-virginica
'\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.4-0.5]\'',Iris-versicolor
'\'(0.4-0.5]\'','\'(0.4-0.5]\'','\'(0.3-0.4]\'',Iris-virginica
'\'(0.6-0.7]\'','\'(0.4-0.5]\'','\'(0.4-0.5]\'',Iris-versicolor
'\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'',Iris-setosa
'\'(0.5-0.6]\'','\'(0.2-0.3]\'','\'(0.5-0.6]\'',Iris-versicolor
'\'(0.4-0.5]\'','\'(0.4-0.5]\'','\'(0.6-0.7]\'',Iris-versicolor
'\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.7-0.8]\'',Iris-setosa
'\'(0.5-0.6]\'','\'(0.4-0.5]\'','\'(0.6-0.7]\'',Iris-setosa
'\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.5-0.6]\'',Iris-setosa
'\'(0.7-0.8]\'','\'(0.4-0.5]\'','\'(0.7-0.8]\'',Iris-versicolor
'\'(0.2-0.3]\'','\'(0.7-0.8]\'','\'(0.5-0.6]\'',Iris-versicolor
'\'(0.5-0.6]\'','\'(0.5-0.6]\'','\'(0.4-0.5]\'',Iris-setosa
'\'(0.4-0.5]\'','\'(0.3-0.4]\'','\'(0.5-0.6]\'',Iris-versicolor
'\'(0.4-0.5]\'','\'(0.6-0.7]\'','\'(0.3-0.4]\'',Iris-setosa
'\'(0.5-0.6]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'',Iris-virginica
'\'(0.6-0.7]\'','\'(0.5-0.6]\'','\'(0.3-0.4]\'',Iris-setosa
'\'(0.5-0.6]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'',Iris-virginica
'\'(0.6-0.7]\'','\'(0.4-0.5]\'','\'(0.6-0.7]\'',Iris-virginica
'\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.7-0.8]\'',Iris-versicolor
'\'(0.3-0.4]\'','\'(0.5-0.6]\'','\'(0.3-0.4]\'',Iris-virginica
'\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'',Iris-virginica
'\'(0.6-0.7]\'','\'(0.4-0.5]\'','\'(0.6-0.7]\'',Iris-versicolor
'\'(0.4-0.5]\'','\'(0.3-0.4]\'','\'(0.3-0.4]\'',Iris-virginica
'\'(0.3-0.4]\'','\'(0.3-0.4]\'','\'(0.6-0.7]\'',Iris-versicolor
'\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.5-0.6]\'',Iris-versicolor
'\'(0.5-0.6]\'','\'(0.4-0.5]\'','\'(0.4-0.5]\'',Iris-versicolor
'\'(0.4-0.5]\'','\'(0.6-0.7]\'','\'(0.4-0.5]\'',Iris-versicolor
'\'(0.4-0.5]\'','\'(0.6-0.7]\'','\'(0.4-0.5]\'',Iris-virginica
'\'(0.4-0.5]\'','\'(0.4-0.5]\'','\'(0.4-0.5]\'',Iris-virginica
'\'(0.5-0.6]\'','\'(0.4-0.5]\'','\'(0.8-0.9]\'',Iris-virginica
'\'(0.5-0.6]\'','\'(0.4-0.5]\'','\'(0.4-0.5]\'',Iris-virginica
'\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.7-0.8]\'',Iris-setosa
'\'(0.5-0.6]\'','\'(0.3-0.4]\'','\'(-inf-0.1]\'',Iris-virginica
'\'(0.4-0.5]\'','\'(0.6-0.7]\'','\'(0.4-0.5]\'',Iris-setosa
'\'(0.6-0.7]\'','\'(0.4-0.5]\'','\'(0.4-0.5]\'',Iris-virginica
'\'(0.6-0.7]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'',Iris-setosa
'\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'',Iris-versicolor
'\'(0.3-0.4]\'','\'(0.5-0.6]\'','\'(0.3-0.4]\'',Iris-versicolor
'\'(0.6-0.7]\'','\'(0.5-0.6]\'','\'(0.5-0.6]\'',Iris-setosa
'\'(0.5-0.6]\'','\'(0.4-0.5]\'','\'(0.6-0.7]\'',Iris-versicolor
'\'(0.5-0.6]\'','\'(0.5-0.6]\'','\'(0.4-0.5]\'',Iris-virginica
'\'(0.4-0.5]\'','\'(0.3-0.4]\'','\'(0.5-0.6]\'',Iris-versicolor
'\'(0.4-0.5]\'','\'(0.3-0.4]\'','\'(0.7-0.8]\'',Iris-setosa
'\'(0.4-0.5]\'','\'(0.3-0.4]\'','\'(0.5-0.6]\'',Iris-virginica
'\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.1-0.2]\'',Iris-versicolor
'\'(0.3-0.4]\'','\'(0.6-0.7]\'','\'(0.3-0.4]\'',Iris-versicolor
'\'(0.4-0.5]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'',Iris-versicolor
'\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.3-0.4]\'',Iris-virginica
'\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.7-0.8]\'',Iris-setosa
'\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'',Iris-virginica
'\'(0.5-0.6]\'','\'(0.4-0.5]\'','\'(0.4-0.5]\'',Iris-virginica
'\'(0.5-0.6]\'','\'(0.5-0.6]\'','\'(0.4-0.5]\'',Iris-setosa
'\'(0.5-0.6]\'','\'(0.5-0.6]\'','\'(0.4-0.5]\'',Iris-setosa
'\'(0.3-0.4]\'','\'(0.6-0.7]\'','\'(0.4-0.5]\'',Iris-virginica
'\'(0.6-0.7]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'',Iris-setosa
'\'(0.4-0.5]\'','\'(0.3-0.4]\'','\'(0.3-0.4]\'',Iris-virginica
'\'(0.4-0.5]\'','\'(0.6-0.7]\'','\'(0.5-0.6]\'',Iris-versicolor
'\'(0.5-0.6]\'','\'(0.5-0.6]\'','\'(0.5-0.6]\'',Iris-virginica
'\'(0.4-0.5]\'','\'(0.6-0.7]\'','\'(0.4-0.5]\'',Iris-virginica
'\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.4-0.5]\'',Iris-setosa
'\'(0.5-0.6]\'','\'(0.4-0.5]\'','\'(0.2-0.3]\'',Iris-versicolor
'\'(0.4-0.5]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'',Iris-setosa
'\'(0.4-0.5]\'','\'(0.3-0.4]\'','\'(0.2-0.3]\'',Iris-setosa
'\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.1-0.2]\'',Iris-virginica
'\'(0.6-0.7]\'','\'(0.4-0.5]\'','\'(0.6-0.7]\'',Iris-versicolor
'\'(0.4-0.5]\'','\'(0.4-0.5]\'','\'(0.4-0.5]\'',Iris-setosa
'\'(0.4-0.5]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'',Iris-setosa
'\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'',Iris-virginica
'\'(0.3-0.4]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'',Iris-versicolor
'\'(0.3-0.4]\'','\'(0.5-0.6]\'','\'(0.5-0.6]\'',Iris-setosa
'\'(0.4-0.5]\'','\'(0.4-0.5]\'','\'(0.6-0.7]\'',Iris-versicolor
'\'(0.6-0.7]\'','\'(0.6-0.7]\'','\'(0.6-0.7]\'',Iris-setosa
'\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.6-0.7]\'',Iris-setosa
'\'(0.6-0.7]\'','\'(0.4-0.5]\'','\'(0.6-0.7]\'',Iris-setosa
'\'(0.3-0.4]\'','\'(0.3-0.4]\'','\'(0.5-0.6]\'',Iris-setosa
'\'(0.2-0.3]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'',Iris-versicolor
'\'(0.5-0.6]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'',Iris-versicolor
'\'(0.7-0.8]\'','\'(0.5-0.6]\'','\'(0.4-0.5]\'',Iris-setosa
'\'(0.4-0.5]\'','\'(0.4-0.5]\'','\'(0.4-0.5]\'',Iris-versicolor
'\'(0.5-0.6]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'',Iris-virginica
'\'(0.3-0.4]\'','\'(0.5-0.6]\'','\'(0.4-0.5]\'',Iris-setosa
'\'(0.5-0.6]\'','\'(0.5-0.6]\'','\'(0.5-0.6]\'',Iris-setosa
'\'(0.4-0.5]\'','\'(0.4-0.5]\'','\'(0.4-0.5]\'',Iris-virginica
'\'(0.2-0.3]\'','\'(0.5-0.6]\'','\'(0.5-0.6]\'',Iris-setosa
'\'(0.3-0.4]\'','\'(0.6-0.7]\'','\'(0.4-0.5]\'',Iris-virginica
'\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.6-0.7]\'',Iris-virginica
'\'(0.3-0.4]\'','\'(0.5-0.6]\'','\'(0.7-0.8]\'',Iris-virginica
'\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.4-0.5]\'',Iris-setosa
'\'(0.5-0.6]\'','\'(0.3-0.4]\'','\'(0.5-0.6]\'',Iris-versicolor
'\'(0.4-0.5]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'',Iris-virginica
'\'(0.6-0.7]\'','\'(0.1-0.2]\'','\'(0.3-0.4]\'',Iris-virginica
'\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.4-0.5]\'',Iris-virginica
'\'(0.5-0.6]\'','\'(0.4-0.5]\'','\'(0.7-0.8]\'',Iris-setosa
'\'(0.5-0.6]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'',Iris-versicolor
'\'(0.6-0.7]\'','\'(0.7-0.8]\'','\'(0.5-0.6]\'',Iris-setosa
'\'(0.4-0.5]\'','\'(0.6-0.7]\'','\'(0.3-0.4]\'',Iris-versicolor
'\'(0.5-0.6]\'','\'(0.7-0.8]\'','\'(0.7-0.8]\'',Iris-setosa
'\'(0.3-0.4]\'','\'(0.3-0.4]\'','\'(0.3-0.4]\'',Iris-virginica
'\'(0.6-0.7]\'','\'(0.5-0.6]\'','\'(0.5-0.6]\'',Iris-virginica
'\'(0.3-0.4]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'',Iris-virginica
'\'(0.5-0.6]\'','\'(0.4-0.5]\'','\'(0.7-0.8]\'',Iris-virginica
'\'(0.6-0.7]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'',Iris-setosa
'\'(0.3-0.4]\'','\'(0.3-0.4]\'','\'(0.6-0.7]\'',Iris-versicolor
'\'(0.5-0.6]\'','\'(0.4-0.5]\'','\'(0.4-0.5]\'',Iris-versicolor
'\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.4-0.5]\'',Iris-setosa
'\'(0.7-0.8]\'','\'(0.4-0.5]\'','\'(0.6-0.7]\'',Iris-setosa
'\'(0.2-0.3]\'','\'(0.3-0.4]\'','\'(0.3-0.4]\'',Iris-virginica
'\'(0.3-0.4]\'','\'(0.5-0.6]\'','\'(0.3-0.4]\'',Iris-setosa
'\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.6-0.7]\'',Iris-setosa
'\'(0.3-0.4]\'','\'(0.7-0.8]\'','\'(0.4-0.5]\'',Iris-virginica
'\'(0.5-0.6]\'','\'(0.5-0.6]\'','\'(0.4-0.5]\'',Iris-setosa
'\'(0.7-0.8]\'','\'(0.7-0.8]\'','\'(0.4-0.5]\'',Iris-versicolor
'\'(0.6-0.7]\'','\'(0.2-0.3]\'','\'(0.5-0.6]\'',Iris-versicolor
'\'(0.5-0.6]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'',Iris-virginica
'\'(0.5-0.6]\'','\'(0.7-0.8]\'','\'(0.4-0.5]\'',Iris-virginica
'\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.5-0.6]\'',Iris-setosa
'\'(0.5-0.6]\'','\'(0.5-0.6]\'','\'(0.3-0.4]\'',Iris-versicolor
'\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.5-0.6]\'',Iris-virginica
'\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.8-0.9]\'',Iris-virginica
'\'(0.4-0.5]\'','\'(0.3-0.4]\'','\'(0.3-0.4]\'',Iris-versicolor
'\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.4-0.5]\'',Iris-virginica
'\'(0.5-0.6]\'','\'(0.3-0.4]\'','\'(0.6-0.7]\'',Iris-versicolor
'\'(0.4-0.5]\'','\'(0.4-0.5]\'','\'(0.4-0.5]\'',Iris-setosa
'\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.5-0.6]\'',Iris-setosa
'\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'',Iris-virginica
'\'(0.5-0.6]\'','\'(0.7-0.8]\'','\'(0.7-0.8]\'',Iris-setosa
'\'(0.5-0.6]\'','\'(0.3-0.4]\'','\'(0.5-0.6]\'',Iris-virginica
'\'(0.7-0.8]\'','\'(0.5-0.6]\'','\'(0.5-0.6]\'',Iris-versicolor
'\'(0.6-0.7]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'',Iris-versicolor
'\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.4-0.5]\'',Iris-versicolor
'\'(0.4-0.5]\'','\'(0.4-0.5]\'','\'(0.6-0.7]\'',Iris-setosa
'\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.3-0.4]\'',Iris-versicolor
'\'(0.2-0.3]\'','\'(0.5-0.6]\'','\'(0.3-0.4]\'',Iris-virginica
'\'(0.7-0.8]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'',Iris-setosa
'\'(0.6-0.7]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'',Iris-setosa
'\'(0.4-0.5]\'','\'(0.4-0.5]\'','\'(0.4-0.5]\'',Iris-virginica
'\'(0.6-0.7]\'','\'(0.6-0.7]\'','\'(0.4-0.5]\'',Iris-versicolor
'\'(0.6-0.7]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'',Iris-versicolor
'\'(0.2-0.3]\'','\'(0.5-0.6]\'','\'(0.4-0.5]\'',Iris-virginica
'\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.4-0.5]\'',Iris-virginica
'\'(0.4-0.5]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'',Iris-virginica
'\'(0.5-0.6]\'','\'(0.5-0.6]\'','\'(0.4-0.5]\'',Iris-versicolor
'\'(0.8-0.9]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'',Iris-virginica
'\'(0.6-0.7]\'','\'(0.5-0.6]\'','\'(0.5-0.6]\'',Iris-virginica
'\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.3-0.4]\'',Iris-setosa
'\'(0.6-0.7]\'','\'(0.4-0.5]\'','\'(0.6-0.7]\'',Iris-setosa
'\'(0.2-0.3]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'',Iris-setosa
'\'(0.5-0.6]\'','\'(0.4-0.5]\'','\'(0.6-0.7]\'',Iris-setosa
'\'(0.5-0.6]\'','\'(0.4-0.5]\'','\'(0.6-0.7]\'',Iris-versicolor
'\'(0.5-0.6]\'','\'(0.5-0.6]\'','\'(0.4-0.5]\'',Iris-versicolor
'\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.2-0.3]\'',Iris-virginica
'\'(0.5-0.6]\'','\'(0.5-0.6]\'','\'(0.5-0.6]\'',Iris-setosa
'\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.5-0.6]\'',Iris-virginica
'\'(0.2-0.3]\'','\'(0.3-0.4]\'','\'(0.3-0.4]\'',Iris-setosa
'\'(0.4-0.5]\'','\'(0.2-0.3]\'','\'(0.5-0.6]\'',Iris-virginica
'\'(0.3-0.4]\'','\'(0.5-0.6]\'','\'(0.5-0.6]\'',Iris-versicolor
'\'(0.5-0.6]\'','\'(0.3-0.4]\'','\'(0.5-0.6]\'',Iris-versicolor
'\'(0.6-0.7]\'','\'(0.6-0.7]\'','\'(0.6-0.7]\'',Iris-versicolor
'\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.3-0.4]\'',Iris-setosa
'\'(0.3-0.4]\'','\'(0.5-0.6]\'','\'(0.2-0.3]\'',Iris-setosa
'\'(0.5-0.6]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'',Iris-virginica
'\'(0.3-0.4]\'','\'(0.2-0.3]\'','\'(0.5-0.6]\'',Iris-versicolor
'\'(0.4-0.5]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'',Iris-virginica
'\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.7-0.8]\'',Iris-versicolor
'\'(0.5-0.6]\'','\'(0.4-0.5]\'','\'(0.4-0.5]\'',Iris-virginica
'\'(0.5-0.6]\'','\'(0.2-0.3]\'','\'(0.4-0.5]\'',Iris-virginica
'\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.6-0.7]\'',Iris-setosa
'\'(0.6-0.7]\'','\'(0.7-0.8]\'','\'(0.5-0.6]\'',Iris-versicolor
'\'(0.5-0.6]\'','\'(0.3-0.4]\'','\'(0.5-0.6]\'',Iris-virginica
'\'(0.4-0.5]\'','\'(0.4-0.5]\'','\'(0.6-0.7]\'',Iris-virginica
'\'(0.4-0.5]\'','\'(0.4-0.5]\'','\'(0.7-0.8]\'',Iris-virginica
'\'(0.4-0.5]\'','\'(0.6-0.7]\'','\'(0.5-0.6]\'',Iris-versicolor
'\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.4-0.5]\'',Iris-setosa
'\'(0.3-0.4]\'','\'(0.5-0.6]\'','\'(0.5-0.6]\'',Iris-versicolor
'\'(0.6-0.7]\'','\'(0.4-0.5]\'','\'(0.3-0.4]\'',Iris-setosa
'\'(0.4-0.5]\'','\'(0.3-0.4]\'','\'(0.3-0.4]\'',Iris-virginica
'\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.4-0.5]\'',Iris-versicolor
'\'(0.4-0.5]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'',Iris-virginica
'\'(0.4-0.5]\'','\'(0.6-0.7]\'','\'(0.6-0.7]\'',Iris-virginica
'\'(0.6-0.7]\'','\'(0.4-0.5]\'','\'(0.6-0.7]\'',Iris-versicolor
'\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.4-0.5]\'',Iris-setosa
'\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'',Iris-setosa
'\'(0.4-0.5]\'','\'(0.8-0.9]\'','\'(0.5-0.6]\'',Iris-setosa
'\'(0.5-0.6]\'','\'(0.4-0.5]\'','\'(0.6-0.7]\'',Iris-versicolor
'\'(0.5-0.6]\'','\'(0.4-0.5]\'','\'(0.1-0.2]\'',Iris-virginica
'\'(0.6-0.7]\'','\'(0.4-0.5]\'','\'(0.4-0.5]\'',Iris-versicolor
'\'(0.4-0.5]\'','\'(0.4-0.5]\'','\'(0.4-0.5]\'',Iris-versicolor
'\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.3-0.4]\'',Iris-virginica
'\'(0.5-0.6]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'',Iris-setosa
'\'(0.5-0.6]\'','\'(0.5-0.6]\'','\'(0.4-0.5]\'',Iris-setosa
'\'(0.5-0.6]\'','\'(0.4-0.5]\'','\'(0.6-0.7]\'',Iris-virginica
'\'(0.3-0.4]\'','\'(0.5-0.6]\'','\'(0.3-0.4]\'',Iris-setosa
'\'(0.4-0.5]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'',Iris-virginica
'\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.7-0.8]\'',Iris-setosa
'\'(0.5-0.6]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'',Iris-virginica
'\'(0.5-0.6]\'','\'(0.4-0.5]\'','\'(0.6-0.7]\'',Iris-setosa
'\'(0.4-0.5]\'','\'(0.6-0.7]\'','\'(0.3-0.4]\'',Iris-versicolor
'\'(0.6-0.7]\'','\'(0.4-0.5]\'','\'(0.3-0.4]\'',Iris-setosa
'\'(0.6-0.7]\'','\'(0.2-0.3]\'','\'(0.4-0.5]\'',Iris-setosa
'\'(0.5-0.6]\'','\'(0.4-0.5]\'','\'(0.3-0.4]\'',Iris-virginica
'\'(0.5-0.6]\'','\'(0.7-0.8]\'','\'(0.6-0.7]\'',Iris-virginica
'\'(0.4-0.5]\'','\'(0.3-0.4]\'','\'(0.5-0.6]\'',Iris-setosa
'\'(0.4-0.5]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'',Iris-virginica
'\'(0.6-0.7]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'',Iris-setosa
'\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.2-0.3]\'',Iris-setosa
'\'(0.5-0.6]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'',Iris-setosa
'\'(0.6-0.7]\'','\'(0.2-0.3]\'','\'(0.5-0.6]\'',Iris-versicolor
'\'(0.5-0.6]\'','\'(0.3-0.4]\'','\'(0.5-0.6]\'',Iris-versicolor
